unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,vehículos,,,,,,,,,,,,,,,,,,,2018,Volvo XC70 (2016),,,,,,,,
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,otros,,,,,,,,,,,,,,,,,,,,,Plan de Pensión,183824,,,,,,
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,otros,,,,,,,,,,,,,,,,,,,,,Seguro de Ahorro (Banco Santander),798509,,,,,,
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,otros,,,,,,,,,,,,,,,,,,,,,Fondo Santander Sostenible Acciones Clase A,380667,,,,,,
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,deudas,,,,,,,,,,,,,,,,,,,,,,,HIPOTECA,2007,"300,000.00",195825.28,,
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO COMPRA DE VEHICULO,2018,"22,330.00",18824.91,,
Guillermomariscalanaya,GUILLERMO MARISCAL ANAYA,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO PERSONAL,2019,"21,704.67",20787.31,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,MÁLAGA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Salario concejal Ayuntamiento de Málaga en régimen de dedicación exclusiva. rendimiento neto.,42081.62,42081.62,,,,,,,,,,,,,,,,,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Rendimiento capital mobiliario Rendimiento fondos de inversión.,"246,40 -586,32",-339.92,,,,,,,,,,,,,,,,,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,rentas,OTRAS rentas o percepciones de cualquier clase,Rendimiento neto arrendamiento inmueble.,2304.76,2304.76,,,,,,,,,,,,,,,,,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,cantidad pagada por irpf,,,,,9873.56,,,,,,,,,,,,,,,,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,depositos,,,,,,,,,,,,Cuenta corriente y ahorro,"45,309.31 €",45309.31,,,,,,,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",Fondos de inversión ING.,25695.1,25695.10,,,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,vehículos,,,,,,,,,,,,,,,,,,,25/3/2019,Peugeot2008,,,,,,,,
Josécarlosduránperalta,JOSÉ CARLOS DURÁN PERALTA,,otros,,,,,,,,,,,,,,,,,,,,,MICROCREDITO AL PSOE,9000,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,MÁLAGA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",NÓMINA CONSORCIO DE TRANSPORTES ÁREA DE MÁLAGA,16181.9,16181.9,,,,,,,,,,,,,,,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",NÓMINA ENTIDAD PÚBLICA EMPRESARIAL SALVAMENTO Y SEGURIDAD MARíTIMA,24409.34,24409.34,,,,,,,,,,,,,,,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,cantidad pagada por irpf,,,,,13382.36,,,,,,,,,,,,,,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,APARTAMENTO,MÁLAGA,23/9/2005,Propiedad,,,,,,,,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,depositos,,,,,,,,,,,,TIPOS DE IMPOSICIONES 10,"4,500.00 €",4500.00,,,,,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",MICROCREDITO AL PSOE,1000,1000.00,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",Acciones 30% Sociedad Ternacsant S.L.,7500,7500.00,,,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,vehículos,,,,,,,,,,,,,,,,,,,2018,Hyundai 130,,,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,otros,,,,,,,,,,,,,,,,,,,,,ALQUILER DE VIVIENDA,7200,,,,,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Unicaja,,"112,000.00",67904.90,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Unicaja,38616,"18,000.00",10913.36,,
Ignaciolópezcano,IGNACIO LÓPEZ CANO,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo Personal,43122,"6,000.00",4005.04,,
Txemaguijarrogarcía,TXEMA GUIJARRO GRACÍA,ALICANTE,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",DIPUTADO,55639.08,55639.08,,,,,,,,,,,,,,,,,,,,,,,,
Txemaguijarrogarcía,TXEMA GUIJARRO GRACÍA,,cantidad pagada por irpf,,,,,12505.05,,,,,,,,,,,,,,,,,,,,,,,
Txemaguijarrogarcía,TXEMA GUIJARRO GRACÍA,,depositos,,,,,,,,,,,,DOS CUENTAS DE AHORRO EN ECUADOR Y CUATRO CUENTAS DE AHORRO EN ESPAÑA,"30,800.00 €",30800.00,,,,,,,,,,,,,,
Txemaguijarrogarcía,TXEMA GUIJARRO GRACÍA,,vehículos,,,,,,,,,,,,,,,,,,,16 DICIEMBRE DE 2016,NISSAN XTRAIL 4X4 DE 2012,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,CÁDIZ,cantidad pagada por irpf,,,,,14715.80,,,,,,,,,,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,"El Puerto de Santa María, Cádiz",12/9/2014,"Sexta parte indivisa, herencia patema ",,,,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA APARCAMIENTO,"El Puerto de Santa María, Cádiz",12/9/2014,"Sexta parte indivisa, herencia patema ",,,,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA APARCAMIENTO CON TRASTERO,"El Puerto de Santa María, Cádiz",12/9/2014,"Sexta parte indivisa, herencia patema ",,,,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,TERRENO URBANIZABLE,"El Puerto de Santa María, Cádiz",12/9/2014,"Sexta parte indivisa, herencia patema ",,,,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,PARCELA,MURCIA,12/9/2014,"Sexta parte indivisa, herencia patema ",,,,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,depositos,,,,,,,,,,,,CUENTA CORRIENTE,"31,698.22 €",31698.22,,,,,,,,,,,,,,
Noeliaveraruíz-Herrera,NOELIA VERA RUIZ-HERRERA,,vehículos,,,,,,,,,,,,,,,,,,,31/5/2019,PEUGEOT208,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,GRANADA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Percepciones salariales como Director de Gabinete y clases impartidas en la  Universidad San Pablo-CEU,70470,70470,,,,,,,,,,,,,,,,,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,cantidad pagada por irpf,,,,,15138.44,,,,,,,,,,,,,,,,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,MADRID,2003,50% Pleno Dominio Compraventa,,,,,,,,,,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE GARAJE,MADRID,2003,50% Pleno Dominio Compraventa,,,,,,,,,,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE GARAJE,MADRID,2007,50% Pleno Dominio Compraventa,,,,,,,,,,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,depositos,,,,,,,,,,,,Total depósitos C7C,"430,000.00 €",430000.00,,,,,,,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,vehículos,,,,,,,,,,,,,,,,,,,20/10/2023,VWTiguan,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,vehículos,,,,,,,,,,,,,,,,,,,2017,VWGolf,,,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,otros,,,,,,,,,,,,,,,,,,,,,PLANES DE PENSIONES,26600,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,otros,,,,,,,,,,,,,,,,,,,,,FONDO DE INVERSION,1200000,,,,,,
Pablohispániglesiasdeussel,PABLO HISPÁN IGLESIAS DE USSEL,,deudas,,,,,,,,,,,,,,,,,,,,,,,HIPOTECA,2003,"300,000.00",130000.00,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,ALICANTE,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",RETRIBUCIONES,2842.01,2842.01,,,,,,,,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",,10547.45,10547.45,,,,,,,,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,cantidad pagada por irpf,,,,,20516.67,,,,,,,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA CON PLAZA DE APARCAMIENTO Y  TRASTERO,ALICANTE,2001,50% COMPRA,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE APARCAMIENTO,ALICANTE,2002,50% COMPRA,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA CON PLAZA DE APARCAMIENTO,EL CAMPELLO,2014,25% HERENCIA,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA APARCAMIENTO CON TRASTERO,ALICANTE,2014,25% HERENCIA,,,,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,depositos,,,,,,,,,,,,FONDO DE INVERSIÓN Y CUENTA CORRIENTE,"35,520.00 €",35520.00,,,,,,,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,vehículos,,,,,,,,,,,,,,,,,,,20/3/2023,AUDI A4 1.9TDI,,,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,otros,,,,,,,,,,,,,,,,,,,,,PLANES DE JUBILACiÓN,41100,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,otros,,,,,,,,,,,,,,,,,,,,,PLAN DE PENSIONES,35390,,,,,,
Macarenamontesinosdemiguel,MACARENA MONTESINOS DE MIGUEL,,deudas,,,,,,,,,,,,,,,,,,,,,,,PRESTAMO HIPOTECARIO 50% BANCO DE SABADELL,37155,"183,000.00",91972.07,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,SANTANDER,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",TRIENIOS UNIVERSIDAD DE CANTABRIA,"175,60 € (MENSUAL) ",175.6,,,,,,,,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",RETRIBUCIONES UNIVERSIDAD DE CANTABRIA,47431,47431,,,,,,,,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",DIETAS CONCEJAL AYUNTAMIENTO DE SANTANDER,11839,11839,,,,,,,,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",RENDIMIENTOS CUENTAS BANCARIAS,614.66,614.66,,,,,,,,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,rentas,OTRAS rentas o percepciones de cualquier clase,ARRENDAMIENTO DE LOCAL,1960.25,1960.25,,,,,,,,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,cantidad pagada por irpf,,,,,13848.00,,,,,,,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,CANTABRIA,2011,PLENO DOMINIO COMPRAVENTA,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PLAZA DE APARCAMIENTO,CANTABRIA,2011,PLENO DOMINIO COMPRAVENTA,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,LOCAL COMERCIAL,CANTABRIA,2009,COMPRAVENTA,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,VIVIENDA,Cádiz,2017,COMPRAVENTA,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,bienes patrimoniales,,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Cantabria,2020,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,depositos,,,,,,,,,,,,DEPÓSITOS EN VARIAS CUENTAS CORRIENTES DE CUATRO ENTIDADES FINANCIERAS,"100,888.00 €",100888.00,,,,,,,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,vehículos,,,,,,,,,,,,,,,,,,,20/8/2023,FORD MONDEO,,,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,otros,,,,,,,,,,,,,,,,,,,,,MICROCREDITO AL PSOE,1006,,,,,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,deudas,,,,,,,,,,,,,,,,,,,,,,,PREST AMO HIPOTECARIO UNICAJA,2011,"145,300.00",57085.00,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,deudas,,,,,,,,,,,,,,,,,,,,,,,PREST AMO HIPOTECARIO UNICAJA,2011,"10,367.00",5532.00,,
Pedrocasareshontañón,PEDRO CASARES HONTAÑON,,deudas,,,,,,,,,,,,,,,,,,,,,,,PREST AMO HIPOTECARIO UNICAJA,2020,234000,234000.00,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,CASTELLÓ,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",RENDIMIENTOS DEL TRABAJO (REND. INTEGROS),36770.02,36770.02,,,,,,,,,,,,,,,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",BIENES INMUEBLES (REND. INTEGROS),1200,1200,,,,,,,,,,,,,,,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,cantidad pagada por irpf,,,,,6620.74,,,,,,,,,,,,,,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,CASTELLÓN,27/3/1997,PLENO DOMINIO COMPRAVENTA,,,,,,,,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO,VALENCIA,13/3/1984,1/3 DE LA PROPIEDAD COMPRAVENTA,,,,,,,,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,depositos,,,,,,,,,,,,"FECHA CUENTA CORRIENTE: IMAGIN BANK CUENTA CORRIENTE: TRIODOS BANK CUENTA CORRIENTE: FIARE (1/2 DE 254,04) TOTAL ","A 31/12/2018 758,67 28.719,90 127,02 29.605,59 ",59211.18,,,,,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",5 ACCIONES DE BANCA POPOLARE ETICA (VALOR FIJADO POR ASAMBLEA DE SOCIOS),295,295.00,,,,,,,,,,
Marisasaavedramuñoz,MARIA LUISA SAAVEDRA MUÑOZ,,vehículos,,,,,,,,,,,,,,,,,,,23/12/2014,AUTOMOVIL YUNDAI 1-30,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,CANTABRIA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",SUELDO DE CONSEJERO DE OBRAS PÚBLICAS Y VIVIENDA DEL GOBIERNO DE CANTABRIA,63036.23,63036.23,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ",DIVIDENDOS DE CARTERA DE ACCIONES,8784.12,8784.12,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",INTERESES DE CUENTAS CORRIENTES,930.53,930.53,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,cantidad pagada por irpf,,,,,17148.84,,,,,,,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO VIVIENDA HABITUAL (50 %),SANTANDER,2001,GANANCIAL COMPRA,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,"PISO FAMILIAR (12,50 %) ",OVIEDO,1996 Y 2001,COMUNIDAD DE BIENES HERENCIA,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO FAMILIAR (25 %),LAREDO,2006,COMUNIDAD DE BIENES HERENCIA,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PISO FAMILIAR (50 %),SANTANDER,2017,GANANCIAL COMPRA,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,PlAZA DE GARAGE,SANTANDER,2002,GANANCIAL COMPRA,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza rústica,"FINCAS EN IGLESIAS, VILLAQUIRÁN y HONTANAS (12,50 %",BURGOS,2001 Y 2006,COMUNIDAD DE BIENES HERENCIA,,,,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,depositos,,,,,,,,,,,,SALDOS EN CUENTAS CORRIENTES,"17,648.24 €",17648.24,,,,,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",ACCIONES DE CARTERA FAMILIAR DEPOSITADAS EN DISTINTOS BANCOS VALORADAS SEGÚN LAS REGLAS DEL IMPUESTO DE PATRIMONIO 2018,252595.28,252595.28,,,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,vehículos,,,,,,,,,,,,,,,,,,,20/7/2023,COCHE OPEL ASTRA,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,vehículos,,,,,,,,,,,,,,,,,,,2019,COHE KIA NIRO HIBRIDO,,,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,otros,,,,,,,,,,,,,,,,,,,,,PLANES DE PENSIONES,1816474,,,,,,
Josémaríamazónramos,JOSÉ MARÍA MAZÓN RAMOS,,otros,,,,,,,,,,,,,,,,,,,,,HERENCIA PENDIENTE DE REPARTIR ENTRE LOS HEREDEROS,2386031,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,BARCELONA,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Retribución Vicepresidente del Parlament de Catalunya,82393,82393,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Retribución Comité Permanente de Ciudadanos-Partido de la Ciudadania,7200,7200,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,rentas,"Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase ","Dividendos de acciones Caixabank, SA ",133.8,133.8,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Intereses de cuentas bancarias,20.98,20.98,,,,,,,,,,,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,cantidad pagada por irpf,,,,,35465.09,,,,,,,,,,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,bienes patrimoniales,,,,,,,Bienes Inmuebles de naturaleza urbana,Vivienda y dos plazas de garaje,Barcelona,17/6/2010,50% propiedad privada por compraventa,,,,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,depositos,,,,,,,,,,,,Seguro de Ahorro -Saldo en cuentas corrientes,"102,336.00 €",102336.00,,,,,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ",Acciones Caixabank,2419.1,2419.10,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,otros bienes o derechos,,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados d e depósito, pagarés, y demás valores equivalentes. Acciones y participaciones en todo tipo de sociedades, entidades con valor económico y cooperativas. ","Participaciones sociales Virrei Plus, S.L. ",5100,5100.00,,,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,vehículos,,,,,,,,,,,,,,,,,,,2015,Vehículo Hyundai i20. Cilindrada 1.400 cc,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,vehículos,,,,,,,,,,,,,,,,,,,2018,Motocicleta Suzuki V-Strom. Cilindrada 650 cc,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,vehículos,,,,,,,,,,,,,,,,,,,2019,Vehículo Nissan Xtrai. Cilindrada 1.600 cc,,,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,otros,,,,,,,,,,,,,,,,,,,,,#ERROR!,91411,,,,,,
Josémaríaespejo-Saavedraconesa,JOSE MARIA ESPEJO-SAAVEDRA CONESA,,deudas,,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario para adquisición de vivienda concedido por Caixabank,40346,"238,901.00",187829.00,,
